																																				
K  39	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.8691E-06	5.0215E-06	7.8636E-06	1.9288E-05	4.4045E-05	6.2997E-05	1.3047E-05	1.1768E-04	2.1971E-04	2.5718E-04	7.4599E-04	7.9928E-04	5.029E-04	4.59E-05	3.196E-03	4.3019E-03
K  40	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0196E-10	1.1388E-09	9.0974E-10	1.9639E-09	1.2968E-08	8.04E-09	9.9366E-10	1.0408E-08	1.8831E-08	2.1924E-08	3.119E-08	3.3418E-08	1.932E-08	1.618E-09	1.229E-08	1.6037E-08
K  41	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.3243E-07	3.5421E-07	8.0509E-07	1.7234E-06	9.466E-06	2.0768E-05	3.3875E-06	2.7967E-05	4.5234E-05	5.1575E-05	1.2618E-04	1.3519E-04	4.032E-04	1.947E-04	1.126E-03	1.453E-03
Ca 40	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.3925E-03	2.918E-03	4.4089E-03	4.396E-03	6.2173E-03	2.4798E-02	1.7356E-02	3.7307E-02	1.488E-01	1.8974E-01	1.757E-01	1.8825E-01	1.319E+00	2.316E+00	2.752E+00	2.9051E+00
Ca 42	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.4925E-07	9.7653E-07	1.2283E-06	3.6241E-06	1.2832E-05	7.4613E-06	8.6206E-07	2.1676E-05	3.5268E-05	4.0259E-05	8.0056E-05	8.5774E-05	2.452E-05	7.254E-07	1.085E-03	1.4657E-03
Ca 43	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.3686E-08	6.4614E-08	4.9295E-08	3.3865E-08	7.4294E-08	1.5796E-08	1.932E-09	9.6511E-09	2.2835E-08	2.7676E-08	6.6297E-08	7.1033E-08	1.136E-08	2.025E-07	1.544E-03	2.086E-03
Ca 44	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.712E-06	1.6814E-05	2.205E-05	1.4464E-05	1.453E-05	9.7924E-06	5.4417E-06	8.7118E-06	1.8801E-05	2.2506E-05	2.6454E-05	2.8344E-05	2.037E-04	4.717E-04	9.011E-03	1.2009E-02
Ca 46	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.8515E-13	1.0687E-12	1.7607E-12	9.2707E-12	1.3007E-10	2.7795E-11	6.0487E-13	5.1989E-12	1.1659E-10	1.5749E-10	2.0184E-11	2.1626E-11	1.413E-12	4.228E-12	4.766E-08	6.4391E-08
Ca 48	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	8.2224E-16	1.5458E-17	4.2126E-14	4.1232E-16	4.3964E-16	1.2636E-11	3.547E-16	1.3019E-17	7.8584E-15	1.0739E-14	4.1074E-12	4.4008E-12	1.539E-16	2.751E-12	1.307E-14	0E+00
Sc 45	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.8361E-08	2.1194E-08	4.0312E-08	5.5388E-08	2.5532E-07	6.1634E-07	1.5101E-07	5.8135E-07	1.4197E-06	1.7276E-06	2.5639E-06	2.747E-06	7.492E-06	8.101E-06	6.597E-04	8.8846E-04
Ti 46	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	8.6724E-08	6.2779E-06	2.713E-06	4.0624E-06	5.9834E-06	3.1791E-06	5.2831E-07	1.0792E-05	1.5625E-05	1.74E-05	3.1591E-05	3.3847E-05	1.35E-05	9.282E-07	7.756E-04	1.0476E-03
Ti 47	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	3.7295E-08	8.7624E-06	3.8635E-06	5.3007E-06	4.2557E-06	5.9029E-08	3.8034E-08	9.2987E-08	1.2986E-07	1.434E-07	1.6334E-07	1.7501E-07	3.035E-07	3.49E-06	7.576E-04	1.0224E-03
Ti 48	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.9996E-05	6.3384E-05	8.3868E-05	7.6528E-05	8.8559E-05	1.5537E-04	1.805E-04	2.4497E-04	3.6649E-04	4.1111E-04	3.3087E-05	3.545E-05	6.251E-03	1.148E-02	1.316E-02	1.375E-02
Ti 49	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0334E-06	2.27E-06	3.3185E-06	2.9975E-06	3.9355E-06	7.0416E-06	8.8396E-06	1.2001E-05	2.8263E-05	3.4235E-05	3.9715E-06	4.2552E-06	1.89E-04	3.354E-04	6.297E-04	7.3302E-04
Ti 50	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.4584E-13	1.1807E-12	9.5517E-13	1.7164E-12	1.8314E-12	2.2393E-12	4.5877E-14	9.4133E-12	1.1734E-11	1.2586E-11	4.187E-12	4.4861E-12	4.479E-14	2.769E-12	1.593E-11	2.0551E-11
V  50	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0046E-12	1.3545E-11	1.0472E-11	4.6045E-11	1.3586E-10	1.17E-10	2.6422E-12	6.5284E-10	1.5838E-10	0E+00	9.5835E-11	1.0268E-10	3.071E-11	8.221E-12	5.282E-10	7.1075E-10
V  51	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0141E-06	1.6543E-05	1.0812E-05	1.2356E-05	1.1027E-05	9.0134E-06	1.0586E-05	1.7578E-05	3.115E-05	3.6134E-05	5.6375E-06	6.0402E-06	1.992E-04	1.308E-04	1.253E-03	1.647E-03
Cr 50	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.8359E-06	1.0364E-05	1.5514E-05	2.6418E-05	2.221E-05	4.8799E-05	3.8223E-05	1.7794E-04	2.9067E-04	3.3207E-04	1.0573E-04	1.1328E-04	4.818E-04	1.232E-04	6.641E-03	8.9293E-03
Cr 52	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	3.1987E-04	8.7976E-04	1.0851E-03	1.1282E-03	1.3628E-03	2.7679E-03	3.1211E-03	3.9485E-03	4.6332E-03	4.8846E-03	2.3875E-04	2.558E-04	1.335E-01	1.795E-01	2.561E-01	2.8299E-01
Cr 53	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.2529E-05	4.9562E-05	6.7577E-05	6.4261E-05	8.2788E-05	1.5028E-04	1.8178E-04	2.6055E-04	4.8386E-04	5.6586E-04	2.8133E-05	3.0142E-05	5.56E-03	6.882E-03	2.902E-02	3.6792E-02
Cr 54	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.3807E-10	2.345E-10	4.1327E-10	3.2483E-09	3.1781E-09	9.3243E-09	1.7198E-10	8.5911E-08	1.1402E-08	0E+00	3.7481E-09	4.0158E-09	6.95E-09	5.898E-11	4.016E-06	5.4259E-06
Mn 55	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	5.4642E-05	1.3285E-04	1.8547E-04	1.7391E-04	2.2569E-04	4.3031E-04	5.1575E-04	7.1501E-04	1.4078E-03	1.6622E-03	2.5565E-04	2.7391E-04	1.795E-02	8.977E-03	2.613E-01	3.4989E-01
Fe 54	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.844E-04	7.292E-04	1.2358E-03	1.4003E-03	1.4165E-03	3.3068E-03	4.0901E-03	9.2991E-03	3.2767E-02	4.1385E-02	3.6497E-03	3.9104E-03	1.089E-01	2.332E-02	5.676E+00	7.6605E+00
Fe 56	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0001E-02	7.0001E-02	7.0002E-02	7.0009E-02	7.0008E-02	7.0024E-02	7.0004E-02	7.0201E-02	7.0106E-02	7.0071E-02	4.9312E-03	5.2834E-03	3.63E+00	7.249E+00	1.046E+01	1.1587E+01
Fe 57	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.7821E-04	9.9652E-04	1.1354E-03	8.7784E-04	8.6735E-04	4.6684E-04	4.8274E-04	5.0135E-04	9.358E-04	1.0953E-03	6.5642E-05	7.0331E-05	1.768E-02	8.856E-02	2.978E-01	3.7126E-01
Fe 58	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	8.1525E-11	5.6742E-11	1.7611E-10	8.0675E-10	1.0493E-09	2.3079E-09	2.2613E-10	1.4061E-08	8.0762E-09	5.8785E-09	5.0047E-09	5.3622E-09	1.137E-08	8.554E-10	3.447E-05	4.6571E-05
Co 59	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.1381E-06	1.7563E-04	1.3195E-04	1.6102E-04	1.4955E-04	1.5658E-05	2.473E-06	1.8748E-06	3.0512E-06	3.4832E-06	2.1739E-06	2.3292E-06	1.422E-05	2.465E-03	1.778E-02	2.3157E-02
Ni 58	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0067E-04	3.8544E-04	4.1368E-04	3.8317E-04	3.7786E-04	2.9321E-04	3.8241E-04	5.7377E-04	2.4991E-03	3.2061E-03	4.0565E-04	4.3462E-04	1.18E-02	6.394E-02	3.785E+00	5.0914E+00
Ni 60	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	9.1215E-05	2.1245E-03	1.6157E-03	1.5705E-03	1.3352E-03	1.4791E-04	3.6021E-06	4.3771E-06	3.2475E-06	2.8327E-06	3.854E-06	4.1293E-06	1.475E-05	2.27E-02	1.593E-01	2.0726E-01
Ni 61	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	3.5132E-06	3.6114E-05	3.1375E-05	2.1185E-05	1.8506E-05	5.7736E-07	6.0412E-09	1.3203E-09	7.1886E-10	4.98E-10	8.8629E-10	9.496E-10	2.915E-09	8.263E-04	2.826E-05	0E+00
Ni 62	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.4378E-05	1.9391E-05	1.5115E-05	1.3461E-05	1.1862E-05	3.8834E-07	1.6375E-09	5.3629E-10	5.6119E-10	5.7033E-10	1.459E-10	1.5632E-10	9.618E-10	4.245E-03	1.708E-05	0E+00
Ni 64	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.5155E-14	3.828E-15	9.9737E-14	1.0859E-14	6.1025E-14	3.2741E-12	3.2639E-14	7.7076E-15	3.4848E-13	4.7362E-13	1.8361E-11	1.9673E-11	5.968E-15	1.358E-11	1.203E-11	1.1486E-11
Cu 63	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.3315E-08	4.8886E-06	3.5425E-06	3.9159E-06	3.4381E-06	1.2322E-07	2.3712E-10	2.0641E-11	1.0847E-11	7.2505E-12	6.7865E-11	7.2713E-11	2.862E-11	2.161E-05	8.094E-07	0E+00
Cu 65	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.5242E-08	2.1381E-07	2.4191E-07	1.6263E-07	1.416E-07	7.7896E-09	1.0287E-12	1.3003E-13	1.008E-12	1.3304E-12	8.1399E-11	8.7213E-11	3.317E-13	1.872E-06	8.436E-09	0E+00
Zn 64	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	5.1243E-07	1.25E-04	1.2161E-04	9.5027E-05	8.2929E-05	2.5432E-06	3.0229E-10	4.3554E-11	1.2075E-11	5.1557E-13	1.2182E-10	1.3052E-10	1.117E-10	1.419E-04	5.897E-06	0E+00
Zn 66	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.1114E-07	6.8444E-07	1.0684E-06	5.0465E-07	4.2431E-07	1.5851E-08	3.528E-12	5.1403E-13	3.4852E-12	4.5762E-12	1.6849E-10	1.8052E-10	1.885E-11	4.107E-05	2.257E-08	0E+00
Zn 67	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.5173E-10	1.6221E-08	2.3343E-08	1.2967E-08	1.0494E-08	2.16E-10	6.3065E-13	8.4727E-14	1.1532E-12	1.5456E-12	7.7256E-11	8.2774E-11	1.742E-13	4.517E-08	6.145E-09	0E+00
Zn 68	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	3.2868E-11	2.9415E-08	3.2449E-08	4.0171E-08	3.4282E-08	8.0506E-10	1.2955E-12	2.6202E-13	1.6782E-12	2.1982E-12	1.4477E-10	1.5511E-10	3.459E-12	9.072E-09	6.217E-09	5.2147E-09
Zn 70	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.6631E-14	6.9427E-16	3.5869E-14	6.5876E-15	2.5128E-14	3.9651E-14	1.8572E-14	4.4526E-16	1.3386E-13	1.8285E-13	2.2407E-11	2.4008E-11	2.282E-15	1.398E-11	1.692E-12	0E+00
Ga 69	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.9931E-11	7.8127E-09	5.6187E-09	6.1007E-09	4.9269E-09	8.7441E-11	5.0643E-13	4.2579E-15	6.9739E-13	9.5192E-13	7.7833E-11	8.3393E-11	9.034E-14	3.048E-09	3.784E-10	0E+00
Ga 71	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.6592E-14	8.5252E-15	1.1228E-13	1.8366E-14	9.2109E-14	2.2388E-13	2.3366E-14	1.3612E-15	1.2185E-13	1.6609E-13	3.2049E-11	3.4338E-11	7.908E-15	2.864E-11	2.183E-11	1.9439E-11
Ge 70	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	4.2947E-10	8.9918E-09	6.5694E-09	4.8021E-09	3.9314E-09	6.8437E-12	2.1921E-12	1.8868E-12	9.1826E-12	1.1862E-11	1.4214E-10	1.5229E-10	3.578E-11	5.377E-08	1.174E-08	0E+00
Ge 72	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.5686E-14	1.7256E-14	8.024E-13	5.7395E-13	3.3327E-13	1.3019E-13	8.3174E-13	4.61E-14	5.6744E-13	7.5888E-13	5.7311E-11	6.1405E-11	1.514E-12	3.197E-11	1.222E-11	5.2862E-12
Ge 73	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	3.0595E-14	1.555E-14	1.189E-13	1.0886E-13	1.6644E-13	1.3871E-13	9.1273E-14	2.944E-15	2.3333E-13	3.1793E-13	3.1969E-11	3.4253E-11	9.534E-14	2.767E-11	4.086E-11	4.5491E-11
Ge 74	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	6.3389E-15	4.13E-15	1.1946E-13	4.871E-14	1.0024E-13	2.548E-13	2.9716E-14	8.3469E-16	2.4175E-13	3.3022E-13	2.0096E-11	2.1531E-11	1.042E-14	1.363E-11	2.641E-12	0E+00